"genus_species","genus","family","class","order","kingdom","db","db_code","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","longevity_y","male_maturity_d","female_body_mass_g","male_body_mass_g","unsexed_body_mass_g","female_body_mass_at_maturity_g","growth_rate","unk_body_mass_g","wing_length_mm","trophic_level","trophic_niche","min_latitude_deg","max_latitude_deg","range_size_km2","body_length_mm","qualitative_body_size","trophic_guild","population_density_n_per_ha","male_wing_length_mm","female_wing_length_mm","unsexed_wing_length_mm","unsexed_body_length_cm","mean_unsexed_wing_length_mm","mean_male_wing_length_mm","mean_female_wing_length_mm","litter_or_clutch_size_n_min","litter_or_clutch_size_n_max","litter_or_clutch_size_n_mean","maturity_d","median_dispersal_distance_km","maximum_dispersal_distance_km","primary_source"
"Circus macrourus","Circus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480491",726.936,4.5,1,383.5,13.5,NA,NA,13.4585,NA,445,327,367.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Circus maurus","Circus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:5229179",NA,3.5,NA,532,NA,NA,NA,NA,NA,NA,NA,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Circus pygargus","Circus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480495",819.335,4.25,1,315.5,16.3,NA,NA,16.23333333,730,376,264,315.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Elanus caeruleus","Elanus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480372",363.468,3.5,1.5,248,6,NA,NA,6,NA,268,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Elanus leucurus","Elanus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480367",726.936,4,1.5,311.65,6,NA,NA,5.9,NA,317.75,274,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Elanus scriptus","Elanus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480371",NA,4.5,NA,315.8,NA,NA,NA,NA,NA,343,288.6,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Erythrotriorchis radiatus","Erythrotriorchis","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480459",NA,2,NA,937.5,NA,NA,NA,NA,NA,1240,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Geranoaetus albicaudatus","Geranoaetus","Accipitridae","Aves","Accipitriformes","Animalia","ncbi","NCBI:223485",1095.75,2,1,889,6.5,NA,NA,6.5,NA,984,865,884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Gypaetus barbatus","Gypaetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480649",2544.276,1.5,1,5606.041667,40,NA,NA,40,NA,6212.5,5075,5687.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Gypohierax angolensis","Gypohierax","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480393",1453.872,1,1,1600,27.1,NA,NA,27.1,NA,1712,1505,1600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Gyps africanus","Gyps","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:9487001",2180.808,1,1,5442.5,19.7,NA,NA,19.7,NA,NA,NA,5452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Gyps himalayensis","Gyps","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:9561629",NA,1,1,10000,NA,NA,NA,NA,NA,9000,11000,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Haliaeetus albicilla","Haliaeetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480449",1729.537,2,1,4793,42,NA,NA,29.83333333,1460,5572,4014,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Haliaeetus leucocephalus","Haliaeetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480446",1460,2,1,4740,48,NA,NA,32.96666667,1460,5350,4130,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Haliaeetus leucogaster","Haliaeetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480455",1363.005,2,1,2751.5,10.41666667,NA,NA,10.41666667,NA,3330,2400,2638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Haliaeetus leucoryphus","Haliaeetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480453",1817.34,2.5,1,2807.5,NA,NA,NA,NA,NA,3088,2562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Haliastur indus","Haliastur","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480437",NA,2,NA,529,NA,NA,NA,NA,NA,466,409,541.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Hamirostra melanosternon","Hamirostra","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480473",NA,2,NA,1196,NA,NA,NA,NA,NA,NA,1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Harpyopsis novaeguineae","Harpyopsis","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480424",NA,NA,NA,2000,30,NA,NA,30,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Hieraaetus ayresii","Hieraaetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480689",NA,1,NA,909.5,NA,NA,NA,NA,NA,909.75,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Hieraaetus pennatus","Hieraaetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480685",726.936,2,1,842,12,NA,NA,12,NA,975,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Hieraaetus wahlbergi","Hieraaetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:5844448",1090.404,1,1,787,22.3,NA,NA,11.8,NA,1223.5,641,1147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Ictinia mississippiensis","Ictinia","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480719",365,2,1,281,11.2,NA,NA,9.583333333,365,311,245,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Kaupifalco monogrammicus","Kaupifalco","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480440",726.936,2,NA,278,8.6,NA,NA,8.6,NA,310,244.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Lophaetus occipitalis","Lophaetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480475",NA,1.53,1,1179.125,NA,NA,NA,NA,NA,1445,1137.75,1061.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Lophoictinia isura","Lophoictinia","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480643",NA,3,NA,585.5,17,NA,NA,17,NA,670,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Macheiramphus alcinus","Macheiramphus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480379",NA,1.25,1,650,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Melierax canorus","Melierax","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480730",NA,1.75,1,636,NA,NA,NA,NA,NA,724,548,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Melierax metabates","Melierax","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480733",NA,1.2,1,758.5,NA,NA,NA,NA,NA,846.75,670.75,705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Micronisus gabar","Micronisus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:5788495",NA,2.165,NA,166.25,NA,NA,NA,NA,NA,203.5,106.5,177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Milvus migrans","Milvus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:5229167",1095,2.5,1,828.5,24,NA,NA,23.75,1095,850,807,567.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Necrosyrtes monachus","Necrosyrtes","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480715",NA,1,1,2075,NA,NA,NA,NA,NA,NA,NA,2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Parabuteo unicinctus","Parabuteo","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480410",365,2.92,1.5,939.63,25,NA,NA,15,365,1026.375,715,1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Pernis apivorus","Pernis","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480420",910.968,2,1,762.5,29,NA,NA,29,1095,811.5,709,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Pernis ptilorhynchus","Pernis","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:5793241",910.968,2,1,837.5,29,NA,NA,29,1095,834.75,734,1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Polyboroides typus","Polyboroides","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480659",1090.404,2,1,637.5,NA,NA,NA,NA,NA,711,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Spilornis cheela","Spilornis","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480433",NA,1,NA,800,NA,NA,NA,NA,NA,565,420,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Spilornis kinabaluensis","Spilornis","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480430",NA,1,NA,800,NA,NA,NA,NA,NA,565,420,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Stephanoaetus coronatus","Stephanoaetus","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480391",1817.34,1.81,0.5,3643.75,18,NA,NA,17,NA,3757,3760,3643.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Terathopius ecaudatus","Terathopius","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480377",NA,1,1,2278.166667,NA,NA,NA,NA,NA,2439,2250,2242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Trigonoceps occipitalis","Trigonoceps","Accipitridae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480408",NA,1,1,3828.5,NA,NA,NA,NA,NA,4675,3813,3881.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Cathartes aura","Cathartes","Cathartidae","Aves","Accipitriformes","Animalia","gbif","GBIF:2481930",730.5,2,1,1776,20.8,NA,NA,16.83333333,NA,1811,1426,1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Coragyps atratus","Coragyps","Cathartidae","Aves","Accipitriformes","Animalia","gbif","GBIF:2481942",2921,2,1,2080.5,25.5,NA,NA,25.5,2920,2103.75,2065,1899.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Pandion haliaetus","Pandion","Pandionidae","Aves","Accipitriformes","Animalia","gbif","GBIF:2480726",1092.702,3,1,1527.5,32,NA,NA,25,1095,1627,1428,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aix sponsa","Aix","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498387",365,11.8,1.5,657.5,22.5,NA,NA,22.5,365,637,680,646.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas acuta","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498112",240,7.7,1,872.25,27.417,NA,NA,26.95,240,861.75,930,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas clypeata","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498089",240,10,1,613,22.34,NA,NA,20.4,240,590,636,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas crecca","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:8214667",271.734,9.5,1,343.8,27.1,NA,NA,21,180,323.5,358.6666667,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas cyanoptera","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498139",364.234,10,1.25,383,12.917,NA,NA,12.9,365,365.25,395.5,370.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas discors","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498073",301.734,10,1,398.5,23.25,NA,NA,22.3,240,395,402,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas fulvigula","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498080",365,10,1,1082,29.1,NA,NA,23.25,365,1095,1142,1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas platyrhynchos","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:9761484",365,10.515,1,1121,29.1,NA,NA,29,365,1099.5,1206.5,1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas querquedula","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498083",364.234,8.5,1,334,19.75,NA,NA,14.58333333,365,310,356.5,335.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anas rubripes","Anas","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:9581438",365,9.500813008,1,1153.666667,29.1,NA,NA,26.41666667,365,1107,1245,1114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anser albifrons","Anser","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498017",1095,5.5,1,2387.5,47,NA,NA,25.25,1095,2275.5,2387.5,2456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anser anser","Anser","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498036",1095,5,1,3308.5,31,NA,NA,26,1095,3108,3544.5,3330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Anser fabalis","Anser","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498027",1092.702,5,1,2933,25.6,NA,NA,23,1095,2735.25,3112.75,2742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aythya affinis","Aythya","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498257",455.101,9.955,1,788.5,18.8,NA,NA,18.31666667,365,750,842.5,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aythya americana","Aythya","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498263",365,9.29555606,1,1056.25,22.6,NA,NA,21.4,365,1012.5,1118,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aythya collaris","Aythya","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498264",364.234,9,1,730,20.41666667,NA,NA,20.4,365,680,730,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aythya ferina","Aythya","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498255",365,8.8,1,853.5,23.2,NA,NA,22.70833333,365,869,937,855.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aythya fuligula","Aythya","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498261",365,9.6,1,701.5,45.25,NA,NA,22,365,682.5,723,690.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aythya marila","Aythya","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498265",455.101,9.4,1,959,22.1,NA,NA,19.375,365,958,997,944.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aythya nyroca","Aythya","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498259",363.468,9,1,574,9,NA,NA,8.708333333,NA,535.5,586,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Aythya valisineria","Aythya","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498256",301.734,9,1,1218.666667,29.5,NA,NA,22.4,240,1173,1252,1223.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Branta bernicla","Branta","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:5232446",730,4,1,1347.25,28.83333333,NA,NA,23.8,730,1230,1402.5,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Branta canadensis","Branta","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:5232437",730,5.15,1,3984.5,42,NA,NA,27.41666667,730,3877,4135.75,3820.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Branta leucopsis","Branta","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:5232464",730,4.5,1,1708.5,28.16666667,NA,NA,26.9,730,1586,1790,1723.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Bucephala albeola","Bucephala","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498329",728.468,8.400544959,1,400,18.7,NA,NA,14.9,730,334.75,477,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Bucephala clangula","Bucephala","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498326",730,9.5,1,895.93,18.41666667,NA,NA,16.91666667,730,740.375,1000,896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Bucephala islandica","Bucephala","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498325",728.468,9.5,1,978.575,18,NA,NA,15.33333333,730,740.5,1138.75,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Cairina moschata","Cairina","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:9751099",NA,11,1.5,2228,NA,NA,NA,NA,NA,1646,2950,2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Cereopsis novaehollandiae","Cereopsis","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:5232432",NA,4.24,1,3770,28.1,NA,NA,28.1,NA,3665,5290,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Clangula hyemalis","Clangula","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498273",728.468,7.5,1,814,22.7,NA,NA,15.6,730,705,801.5,794.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Cygnus buccinator","Cygnus","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498345",1091.936,5.2,1,10300,32.5,NA,NA,26.5,1095,9750,11800,9750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Cygnus columbianus","Cygnus","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498338",1001.069,4,1,6350,24.1,NA,NA,22.29166667,730,6100,7100,6200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
"Cygnus cygnus","Cygnus","Anatidae","Aves","Anseriformes","Animalia","gbif","GBIF:2498347",1456.936,4.920658683,1,9413,26.5,NA,NA,25.16666667,1460,8750,11900,9413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"amniota"
