"X","SpeciesChecked","Taxa","Group","BodyLength","Database","Field","Unit","Code","Comment","kingdom","phylum","class","order","family","genus","species","new_name","group","temp","valid_species_name","SpeciesChecked.1","spnameoriginal"
"693","Hemilepidotus papilio","Hemilepidotus papilio","Perciformes","45","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Cottidae","Hemilepidotus","papilio","Hemilepidotus_papilio","vertebrate","ectotherme","yes","Hemilepidotus papilio","Hemilepidotus_papilio"
"694","Lycodes raridens","Lycodes raridens","Perciformes","84","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Zoarcidae","Lycodes","raridens","Lycodes_raridens","vertebrate","ectotherme","yes","Lycodes raridens","Lycodes_raridens"
"695","Podothecus accipenserinus","Podothecus accipenserinus","Perciformes","30.5","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Agonidae","Podothecus","accipenserinus","Podothecus_accipenserinus","vertebrate","ectotherme","yes","Podothecus accipenserinus","Podothecus_accipenserinus"
"6961","Limanda aspera","Limanda aspera","Pleuronectiformes","49","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","aspera","Limanda_aspera","vertebrate","ectotherme","yes","Limanda aspera","Limanda_aspera"
"697","Hemitripterus bolini","Hemitripterus bolini","Perciformes","73","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Agonidae","Hemitripterus","bolini","Hemitripterus_bolini","vertebrate","ectotherme","yes","Hemitripterus bolini","Hemitripterus_bolini"
"6981","Bathymaster signatus","Bathymaster signatus","Perciformes","38","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Bathymasteridae","Bathymaster","signatus","Bathymaster_signatus","vertebrate","ectotherme","yes","Bathymaster signatus","Bathymaster_signatus"
"6992","Clupea pallasii","Clupea pallasii","Clupeiformes","46","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Clupea","pallasii","Clupea_pallasii","vertebrate","ectotherme","yes","Clupea pallasii","Clupea_pallasii"
"700","Gadus macrocephalus","Gadus macrocephalus","Gadiformes","119","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","macrocephalus","Gadus_macrocephalus","vertebrate","ectotherme","yes","Gadus macrocephalus","Gadus_macrocephalus"
"701","Occella dodecaedron","Occella dodecaedron","Perciformes","21.6000003814697","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Agonidae","Occella","dodecaedron","Occella_dodecaedron","vertebrate","ectotherme","yes","Occella dodecaedron","Occella_dodecaedron"
"7021","Boreogadus saida","Boreogadus saida","Gadiformes","40","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Boreogadus","saida","Boreogadus_saida","vertebrate","ectotherme","yes","Boreogadus saida","Boreogadus_saida"
"703","Hippoglossoides elassodon","Hippoglossoides elassodon","Pleuronectiformes","52","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","elassodon","Hippoglossoides_elassodon","vertebrate","ectotherme","yes","Hippoglossoides elassodon","Hippoglossoides_elassodon"
"704","Hippoglossus stenolepis","Hippoglossus stenolepis","Pleuronectiformes","258","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","stenolepis","Hippoglossus_stenolepis","vertebrate","ectotherme","yes","Hippoglossus stenolepis","Hippoglossus_stenolepis"
"7051","Glyptocephalus zachirus","Glyptocephalus zachirus","Pleuronectiformes","60","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","zachirus","Glyptocephalus_zachirus","vertebrate","ectotherme","yes","Glyptocephalus zachirus","Glyptocephalus_zachirus"
"706","Dasycottus setiger","Dasycottus setiger","Perciformes","73","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Psychrolutidae","Dasycottus","setiger","Dasycottus_setiger","vertebrate","ectotherme","yes","Dasycottus setiger","Dasycottus_setiger"
"7071","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Pleuronectiformes","110","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Reinhardtius","hippoglossoides","Reinhardtius_hippoglossoides","vertebrate","ectotherme","yes","Reinhardtius hippoglossoides","Reinhardtius_hippoglossoides"
"708","Sarritor frenatus","Sarritor frenatus","Perciformes","27","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Agonidae","Sarritor","frenatus","Sarritor_frenatus","vertebrate","ectotherme","yes","Sarritor frenatus","Sarritor_frenatus"
"7091","Limanda proboscidea","Limanda proboscidea","Pleuronectiformes","40","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","proboscidea","Limanda_proboscidea","vertebrate","ectotherme","yes","Limanda proboscidea","Limanda_proboscidea"
"710","Gadus chalcogrammus","Gadus chalcogrammus","Gadiformes","91","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Gadus","chalcogrammus","Gadus_chalcogrammus","vertebrate","ectotherme","yes","Gadus chalcogrammus","Gadus_chalcogrammus"
"7113","Mallotus villosus","Mallotus villosus","Osmeriformes","20","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Osmeriformes","Salangidae","Mallotus","villosus","Mallotus_villosus","vertebrate","ectotherme","yes","Mallotus villosus","Mallotus_villosus"
"712","Hemilepidotus jordani","Hemilepidotus jordani","Perciformes","41","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Cottidae","Hemilepidotus","jordani","Hemilepidotus_jordani","vertebrate","ectotherme","yes","Hemilepidotus jordani","Hemilepidotus_jordani"
"7131","Monochirus hispidus","Monochirus hispidus","Pleuronectiformes","22","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Monochirus","hispidus","Monochirus_hispidus","vertebrate","ectotherme","yes","Monochirus hispidus","Monochirus_hispidus"
"7141","Chelidonichthys lucerna","Chelidonichthys lucerna","Perciformes","75.0999984741211","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Triglidae","Chelidonichthys","lucernus","Chelidonichthys_lucernus","vertebrate","ectotherme","yes","Chelidonichthys lucerna","Chelidonichthys_lucernus"
"7152","Diplodus bellottii","Diplodus bellottii","Spariformes","30","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Spariformes","Sparidae","Diplodus","bellottii","Diplodus_bellottii","vertebrate","ectotherme","yes","Diplodus bellottii","Diplodus_bellottii"
"7161","Scorpaena notata","Scorpaena notata","Perciformes","26","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Scorpaenidae","Scorpaena","notata","Scorpaena_notata","vertebrate","ectotherme","yes","Scorpaena notata","Scorpaena_notata"
"7171","Dicentrarchus labrax","Dicentrarchus labrax","Perciformes","103","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Moronidae","Dicentrarchus","labrax","Dicentrarchus_labrax","vertebrate","ectotherme","yes","Dicentrarchus labrax","Dicentrarchus_labrax"
"7181","Sardinella aurita","Sardinella aurita","Clupeiformes","41","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinella","aurita","Sardinella_aurita","vertebrate","ectotherme","yes","Sardinella aurita","Sardinella_aurita"
"7191","Solea senegalensis","Solea senegalensis","Pleuronectiformes","60","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Solea","senegalensis","Solea_senegalensis","vertebrate","ectotherme","yes","Solea senegalensis","Solea_senegalensis"
"7201","Diplodus cervinus","Diplodus cervinus","Spariformes","55","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Spariformes","Sparidae","Diplodus","cervinus","Diplodus_cervinus","vertebrate","ectotherme","yes","Diplodus cervinus","Diplodus_cervinus"
"7213","Chelon ramada","Chelon ramada","Mugiliformes","70","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Chelon","ramado","Liza_ramado","vertebrate","ectotherme","yes","Chelon ramada","Liza_ramado"
"7222","Torpedo torpedo","Torpedo torpedo","Torpediniformes","60","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Chondrichthyes","Torpediniformes","Torpedinidae","Torpedo","torpedo","Torpedo_torpedo","vertebrate","ectotherme","yes","Torpedo torpedo","Torpedo_torpedo"
"7232","Sprattus sprattus","Sprattus sprattus","Clupeiformes","16","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","sprattus","Sprattus_sprattus","vertebrate","ectotherme","yes","Sprattus sprattus","Sprattus_sprattus"
"7242","Symphodus roissali","Symphodus roissali","Labriformes","17","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Labriformes","Labridae","Symphodus","roissali","Symphodus_roissali","vertebrate","ectotherme","yes","Symphodus roissali","Symphodus_roissali"
"7251","Pomatoschistus minutus","Pomatoschistus minutus","Gobiiformes","11","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gobiiformes","Gobiidae","Pomatoschistus","minutus","Pomatoschistus_minutus","vertebrate","ectotherme","yes","Pomatoschistus minutus","Pomatoschistus_minutus"
"7262","Pleuronectes platessa","Pleuronectes platessa","Pleuronectiformes","100","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronectes","platessa","Pleuronectes_platessa","vertebrate","ectotherme","yes","Pleuronectes platessa","Pleuronectes_platessa"
"7271","Solea solea","Solea solea","Pleuronectiformes","70","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Soleidae","Solea","solea","Solea_solea","vertebrate","ectotherme","yes","Solea solea","Solea_solea"
"7281","Halobatrachus didactylus","Halobatrachus didactylus","Batrachoidiformes","50","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Batrachoidiformes","Batrachoididae","Halobatrachus","didactylus","Halobatrachus_didactylus","vertebrate","ectotherme","yes","Halobatrachus didactylus","Halobatrachus_didactylus"
"7291","Platichthys flesus","Platichthys flesus","Pleuronectiformes","60","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","flesus","Platichthys_flesus","vertebrate","ectotherme","yes","Platichthys flesus","Platichthys_flesus"
"7302","Symphodus cinereus","Symphodus cinereus","Labriformes","16","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Labriformes","Labridae","Symphodus","cinereus","Symphodus_cinereus","vertebrate","ectotherme","yes","Symphodus cinereus","Symphodus_cinereus"
"7312","Trisopterus luscus","Trisopterus luscus","Gadiformes","46","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Gadidae","Trisopterus","luscus","Trisopterus_luscus","vertebrate","ectotherme","yes","Trisopterus luscus","Trisopterus_luscus"
"7322","Anguilla anguilla","Anguilla anguilla","Anguilliformes","121.5","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","anguilla","Anguilla_anguilla","vertebrate","ectotherme","yes","Anguilla anguilla","Anguilla_anguilla"
"7332","Syngnathus acus","Syngnathus acus","Syngnathiformes","50","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","acus","Syngnathus_acus","vertebrate","ectotherme","yes","Syngnathus acus","Syngnathus_acus"
"7341","Atherina presbyter","Atherina presbyter","Atheriniformes","20","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","Atherina","presbyter","Atherina_presbyter","vertebrate","ectotherme","yes","Atherina presbyter","Atherina_presbyter"
"735","Pleuronichthys verticalis","Pleuronichthys verticalis","Pleuronectiformes","37","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","verticalis","Pleuronichthys_verticalis","vertebrate","ectotherme","yes","Pleuronichthys verticalis","Pleuronichthys_verticalis"
"7361","Sardinops sagax","Sardinops sagax","Clupeiformes","39.5","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Sardinops","sagax","Sardinops_sagax","vertebrate","ectotherme","yes","Sardinops sagax","Sardinops_sagax"
"737","Ophidion scrippsae","Ophidion scrippsae","Ophidiiformes","28","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Ophidiiformes","Ophidiidae","Ophidion","scrippsae","Ophidion_scrippsae","vertebrate","ectotherme","yes","Ophidion scrippsae","Ophidion_scrippsae"
"7381","Sphyraena argentea","Sphyraena argentea","Perciformes","145","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","argentea","Sphyraena_argentea","vertebrate","ectotherme","yes","Sphyraena argentea","Sphyraena_argentea"
"739","Trachipterus altivelis","Trachipterus altivelis","Lampriformes","183","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Lampriformes","Trachipteridae","Trachipterus","altivelis","Trachipterus_altivelis","vertebrate","ectotherme","yes","Trachipterus altivelis","Trachipterus_altivelis"
"740","Icichthys lockingtoni","Icichthys lockingtoni","Scombriformes","46","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Centrolophidae","Icichthys","lockingtoni","Icichthys_lockingtoni","vertebrate","ectotherme","yes","Icichthys lockingtoni","Icichthys_lockingtoni"
"741","Sebastes jordani","Sebastes jordani","Perciformes","32","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Sebastidae","Sebastes","jordani","Sebastes_jordani","vertebrate","ectotherme","yes","Sebastes jordani","Sebastes_jordani"
"7421","Cololabis saira","Cololabis saira","Beloniformes","40","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Beloniformes","Belonidae","Cololabis","saira","Cololabis_saira","vertebrate","ectotherme","yes","Cololabis saira","Cololabis_saira"
"743","Paralichthys californicus","Paralichthys californicus","Pleuronectiformes","152","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","californicus","Paralichthys_californicus","vertebrate","ectotherme","yes","Paralichthys californicus","Paralichthys_californicus"
"744","Leuroglossus stilbius","Leuroglossus stilbius","Argentiniformes","15","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus","stilbius","Bathylagus_stilbius","vertebrate","ectotherme","yes","Leuroglossus stilbius","Bathylagus_stilbius"
"745","Oxylebius pictus","Oxylebius pictus","Perciformes","25","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Hexagrammidae","Oxylebius","pictus","Oxylebius_pictus","vertebrate","ectotherme","yes","Oxylebius pictus","Oxylebius_pictus"
"7463","Scomber japonicus","Scomber japonicus","Scombriformes","64","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Scomber","japonicus","Scomber_japonicus","vertebrate","ectotherme","yes","Scomber japonicus","Scomber_japonicus"
"7471","Chromis punctipinnis","Chromis punctipinnis","Perciformes","25","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Chromis","punctipinnis","Chromis_punctipinnis","vertebrate","ectotherme","yes","Chromis punctipinnis","Chromis_punctipinnis"
"7481","Merluccius productus","Merluccius productus","Gadiformes","91","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","productus","Merluccius_productus","vertebrate","ectotherme","yes","Merluccius productus","Merluccius_productus"
"7491","Engraulis mordax","Engraulis mordax","Clupeiformes","24.7999992370605","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","mordax","Engraulis_mordax","vertebrate","ectotherme","yes","Engraulis mordax","Engraulis_mordax"
"7501","Trachurus symmetricus","Trachurus symmetricus","Carangiformes","81","Fishbase","MaxLength","mm","BodyLengthMax",NA,"Animalia","Chordata","Actinopterygii","Carangiformes","Carangidae","Trachurus","symmetricus","Trachurus_symmetricus","vertebrate","ectotherme","yes","Trachurus symmetricus","Trachurus_symmetricus"
